ligand_id,smiles,smiles_length,mw,cid,inchi
kibaDC000020,Cc1cc(OC[C@@H]2CC[C@H](C(=O)O)C2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,61,409.7040000000002,,
kibaDC000021,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12,47,357.2300000000001,,
kibaDC000022,Cc1n[nH]c2ccc(-c3cncc(OC[C@H](CN)Cc4ccccc4)c3)cc12,50,348.28000000000014,,
kibaDC000023,Oc1ncnc2c1oc1ccc(Cl)cc12,24,215.57499999999996,,
kibaDC000024,OCc1cc(-c2ccc3[nH]ncc3c2)on1,28,206.13999999999996,,
kibaDC000025,Cc1ccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)cc1C,45,350.2720000000001,,
kibaDC000026,NC(=O)c1sc2c(Br)ccc(Cl)c2c1N,28,299.53599999999994,,
kibaDC000027,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,62,495.2880000000003,,
kibaDC000028,Nc1[nH]nc2cccc(-c3ccc(NC(=O)Nc4cc(CO)ccc4F)cc3)c12,50,373.2620000000001,,
kibaDC000029,COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CCO)c5)cnc(N)c34)cc2)cc1,61,476.3920000000003,,
kibaDC000030,Brc1cccc(Nc2ncnc3cc4nc[nH]c4cc23)c1,35,330.1040000000001,,
kibaDC000031,N#Cc1ccc2c(c1)[C@@H](c1ccc3c(n1)CCC[C@@H]3O)C(=O)N2,51,290.217,,
kibaDC000032,CC(C)Cc1cc(-c2ccc3n[nH]c(N)c3c2)on1,35,240.18099999999998,,
kibaDC000033,C[C@@H]1CC[C@H](N2CC[C@]3(CN(C(=O)c4cc5ccccc5[nH]4)c4ccccc43)C2)CN1,67,384.31300000000016,,
kibaDC000034,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12,58,374.2980000000002,,
kibaDC000035,COc1cc(-c2ccc3c(c2)Nc2c(O)cccc2NC3=O)ccc1O,42,332.2300000000001,,
kibaDC000036,COc1ccc(CCNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC3CCCC3)n2)cc1OC,55,472.3350000000003,,
kibaDC000037,Cc1c(-c2cccc(OCc3ccccc3)c2)c2c(N)ncnc2n1C1CCC(N2CCCC2)CC1,57,446.36400000000026,,
kibaDC000038,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,68,558.4770000000002,,
kibaDC000039,O=C(NCc1ccccc1)Nc1ncc([N+](=O)[O-])s1,37,268.21299999999997,,
kibaDC000040,Cc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)[nH]nc12,52,418.16900000000015,,
kibaDC000041,Fc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,47,320.237,,
kibaDC000042,CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1,56,398.32000000000016,,
kibaDC000043,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,55,439.7460000000002,,
kibaDC000044,O=C1c2c(c3c4cccc(O)c4n([C@@H]4O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,106,580.3360000000002,,
kibaDC000045,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,44,342.67600000000004,,
kibaDC000046,C=Cc1ccc(-c2cccc3nnc(N)n23)cc1,30,224.182,,
kibaDC000047,CNC(=O)c1cc2c(-c3ccccc3F)n[nH]c2s1,34,265.22799999999995,,
kibaDC000048,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C(F)(F)F)c2)c1,57,419.2770000000001,,
kibaDC000049,O=C1N=C(Nc2ccccc2)N/C1=C\c1ccc2c(c1)OCO2,40,294.205,,
kibaDC000050,Nc1ncc2cccc(-c3ccccc3)n12,25,198.16399999999996,,
kibaDC000051,Cc1n[nH]c2c1[C@@H](c1ccccc1F)C1=C(CC(C)(C)CC1=O)N2,50,305.227,,
kibaDC000052,COc1cc(-c2ccc3c(c2)NC(=O)c2ccc(-c4ccccc4NS(C)(=O)=O)cc2N3)cc(OC)c1OC,68,518.4010000000003,,
kibaDC000053,NC(=O)[C@H]1CCCN(C(=O)c2cc(-c3ccc4[nH]ncc4c3)on2)C1,51,322.2190000000001,,
kibaDC000054,Cc1cc(C)c2oc(Nc3ccc(-c4cccc(C(N)=O)c4N)cc3F)nc2c1,49,371.26600000000013,,
kibaDC000055,O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(F)cccc12,42,340.19500000000005,,
kibaDC000056,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)c1,58,432.3830000000002,,
kibaDC000057,O=C1CCCc2oc3cc(C(F)(F)F)ccc3c(=O)c21,36,273.145,,
kibaDC000058,COc1ccc(C(=O)N(C)[C@H]2C[C@@H]3O[C@](C)([C@H]2OC)n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)cc1,95,568.4190000000002,,
kibaDC000059,Cc1cc(OC2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,43,353.6840000000001,,
kibaDC000060,CCCCNC1=NS(=O)N=C1Nc1ccc(F)cc1,30,267.224,,
kibaDC000061,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,38,262.211,,
kibaDC000062,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN5CCCC5)cnc(N)c34)cc2)c1,58,454.4090000000003,,
kibaDC000063,CC(=O)c1cccc(-c2cnc3[nH]ccc3c2)c1,33,224.17799999999994,,
kibaDC000064,COc1cccc([C@@H](C)NC(=O)N2CC=C(c3c[nH]c4ncccc34)CC2)c1,54,352.26800000000014,,
kibaDC000065,CN(C)c1ccc(CNC(=O)c2cc3c(-c4ccccc4)n[nH]c3s2)cc1,48,356.3250000000001,,
kibaDC000066,O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,45,426.21000000000026,,
kibaDC000067,CN1CCC(NC(=O)c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)CC1,60,485.2290000000003,,
kibaDC000068,O[C@@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,51,350.2720000000001,,
kibaDC000069,CCN(CC)C(=O)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,47,356.2560000000001,,
kibaDC000070,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,55,371.26600000000013,,
kibaDC000071,O=c1[nH]c(-c2cc3c(Oc4ccc(I)cc4)cncc3s2)no1,42,429.15400000000005,,
kibaDC000072,CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,63,521.2800000000002,,
kibaDC000073,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(C(=O)NCCCO)c2)n1,61,454.34000000000026,,
kibaDC000074,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,55,436.3530000000003,,
kibaDC000075,Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1,34,319.712,,
kibaDC000076,Cc1cc(O)ccc1-n1c2cc(Cl)ccc2c(=O)c2c(N)nc(N)nc21,47,353.6840000000001,,
kibaDC000077,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC,53,418.3030000000003,,
kibaDC000078,CO[C@@H]1[C@@H](O)[C@@H](O)[C@@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)O[C@@H]1COC(=O)CBr,107,669.1420000000003,,
kibaDC000079,COc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)noc12,50,436.1600000000001,,
kibaDC000080,NCCCNS(=O)(=O)c1cccc(C(=O)Nc2ccc(-c3n[nH]c(=O)c4ccccc34)cc2)c1,62,454.3620000000003,,
kibaDC000081,CC(C)(C)NC(=O)c1ccc2nc3[nH]c4ccccc4c3nc2c1,42,300.23600000000005,,
kibaDC000082,CCOC(=O)CC(=O)Nc1cccc2c1Cc1c-2n[nH]c1-c1csc(C#CCOc2ccccc2)c1,60,474.39200000000034,,
kibaDC000083,N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,38,316.30000000000007,,
kibaDC000084,CONC(=O)c1ccc(C)c(Nc2nc(N(C)CC(C)(C)C)nc(N3CCCN(C)CC3)n2)c1,59,432.3180000000002,,
kibaDC000085,N[C@H](COc1cncc(-c2ccc3c(c2)/C(=C\c2ccco2)C(=O)N3)c1)Cc1c[nH]c2ccccc12,70,452.3440000000003,,
kibaDC000086,Cc1ccc(F)c(-c2ccc3nnc(N)n3c2)c1,31,231.16899999999998,,
kibaDC000087,C/C(=N/NC(=N)N)c1cc(NC(=O)NCCCCCCNC(=O)Nc2cc(/C(C)=N\NC(=N)N)cc(/C(C)=N/NC(=N)N)c2)cc(/C(C)=N/NC(=N)N)c1,104,696.4899999999997,,
kibaDC000088,COc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3)nc12,53,399.2800000000002,,
kibaDC000089,CN1CCN(c2ccc(Nc3nc(N)c(C(=O)c4c(Cl)cccc4Cl)s3)cc2)CC1,53,441.23800000000017,,
kibaDC000090,COCC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(C)nccn23)n1,53,395.2920000000001,,
kibaDC000091,Cc1[nH]n(-c2ccc(Cl)c(Cl)c2)c(=O)c1/C=c1\c(C)c(C#N)c2nc3ccccc3n2c1=O,67,461.2030000000003,,
kibaDC000092,Oc1n[nH]c2ccc(Br)cc12,21,207.99399999999997,,
kibaDC000093,CC(C)(O)Cc1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4occn34)nn12,52,394.2560000000001,,
kibaDC000094,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,59,485.2250000000002,,
kibaDC000095,COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1,59,448.37800000000027,,
kibaDC000096,CCCC(=O)Nc1n[nH]c2ccc(-c3cccc(F)c3F)cc12,40,300.20300000000003,,
kibaDC000097,CCOC(=O)C1=c2s/c(=C\c3ccco3)c(=O)n2C(N)=C(C#N)[C@H]1c1ccco1,59,394.30300000000017,,
kibaDC000098,COC(=O)c1c(-c2ccc(NC(=O)Nc3ccccc3)cc2)c2c(N)ncnn2c1C,52,396.28100000000023,,
kibaDC000099,CSc1nn(-c2ccccn2)c(N)c1C(N)=O,29,238.21099999999998,,
kibaDC000100,Cc1nn(C)c(C)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)[nH]c12,59,426.32600000000025,,
kibaDC000101,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCCCC1)CC2,65,468.3470000000003,,
kibaDC000102,CCOC(=O)Cc1nc2c3cc(Br)ccc3nc(=O)n2[nH]1,39,340.07200000000006,,
kibaDC000103,Cc1cccc(NC(=O)Nc2ccc3c(c2)CCc2sc4ncnc(N)c4c2-3)c1,49,382.3430000000001,,
kibaDC000104,CN(C)CCCOc1cc2c(c(-c3ccc(Nc4nc5ccccc5o4)cc3)c1)CNC2=O,53,416.3110000000002,,
kibaDC000105,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c12,46,424.21800000000013,,
kibaDC000106,O=C1NCc2c1cccc2-c1ccc(Nc2nc3ccccc3[nH]2)cc1,43,324.25800000000004,,
kibaDC000107,N#Cc1cccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1,56,402.3120000000002,,
kibaDC000108,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12,45,342.22400000000005,,
kibaDC000109,Cc1cc2nnc(SCc3c[n+]4ccccc4[nH]3)n2c2ccccc12,43,330.3110000000001,,
kibaDC000110,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl,45,365.7130000000001,,
kibaDC000111,NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1,37,261.62699999999995,,
kibaDC000112,COc1ccc(C(=O)Nc2nc3ccc(Cl)cc3s2)c(OC)c1,39,335.70700000000005,,
kibaDC000113,N[C@H]1CCC[C@@H](Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)C1,52,323.6820000000001,,
kibaDC000114,O=C(CCn1c2ccccc2c2c3c(c4c5ccccc5[nH]c4c21)C(=O)NC3)NC[C@@H]1CCOC1,65,440.33300000000025,,
kibaDC000115,CC(C)Oc1[nH][nH]c(=O)c1/C=C1/C=Nc2ccccc21,41,254.18399999999997,,
kibaDC000116,O=c1c(NCc2ccccc2F)c(Nc2ccncc2)c1=O,34,285.193,,
kibaDC000117,OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,43,325.6740000000001,,
kibaDC000118,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,48,282.194,,
kibaDC000119,CCc1ccc2[nH]cc/c(=N\C(=O)Nc3cccc(C(F)(F)F)n3)c2c1,49,345.219,,
kibaDC000120,O=C(N[C@H]1CNCCC[C@H]1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,78,524.3120000000004,,
kibaDC000121,O=C(N[C@H](CO)c1ccccc1)c1ccc(-c2ccncc2)cc1,42,300.232,,
kibaDC000122,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4cccc(C(F)(F)F)c4)c3)cc12,60,407.2700000000001,,
kibaDC000123,O=C1Nc2ccccc2Nc2nnc(Cl)cc21,27,239.60099999999997,,
kibaDC000124,c1cnc2nc(-c3ccc4[nH]ncc4c3)cn2c1,32,226.17799999999997,,
kibaDC000125,Nc1nccc(-c2c[nH]c3cc(Br)ccc23)n1,32,280.06399999999996,,
kibaDC000126,COc1cc(S(C)(=O)=O)c(OC)cc1CC(=O)Nc1cc(N)c(C#N)c(OC(C)C)n1,57,424.3090000000002,,
kibaDC000127,NCc1cc(Nc2ncnc(-c3ccccc3)n2)ccc1O,33,278.21,,
kibaDC000128,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,37,282.19800000000004,,
kibaDC000129,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H]1CCNC1=O,51,408.7150000000002,,
kibaDC000130,N#Cc1ccc2nc(N)n(-c3nc(-c4ccccc4)cs3)c2c1,40,306.289,,
kibaDC000131,O=C(NNC(=S)Nc1ccc(Cl)cc1)C(O)(c1ccccc1)c1ccccc1,47,393.77000000000027,,
kibaDC000132,Clc1ccc2[nH]c3cnccc3c2c1,24,195.58799999999997,,
kibaDC000133,O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1c(F)cccc1F,45,336.23600000000005,,
kibaDC000134,Cc1ccc(C(=O)Nc2c(C(N)=O)sc3ccc(Cl)c(Cl)c23)cc1,46,367.1720000000001,,
kibaDC000135,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,53,434.3970000000002,,
kibaDC000136,Nc1[nH]nc2cccc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)c(F)c3)c12,52,380.7050000000001,,
kibaDC000137,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1,51,382.3430000000002,,
kibaDC000138,NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1,45,362.30900000000014,,
kibaDC000139,c1ccc(-c2cc3ccncc3cc2OC2CCNCC2)cc1,34,284.233,,
kibaDC000140,COc1cccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1,55,404.3040000000002,,
kibaDC000141,CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,57,430.2890000000002,,
kibaDC000142,Cc1[nH]n(-c2ccc(C(=O)O)cc2)c(=O)c1/C=c1\c(C)c(C#N)c2nc3ccccc3n2c1=O,67,434.3060000000002,,
kibaDC000143,CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12,58,437.27200000000016,,
kibaDC000144,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,50,348.28000000000014,,
kibaDC000145,Cc1cc(O)ccc1-n1cc(C(N)=O)c(=O)c2ccc(-c3ccncc3)cc21,50,354.26000000000016,,
kibaDC000146,CCOc1nc(NC(C)=O)cc(N)c1C#N,26,208.136,,
kibaDC000147,O=c1c(NCCc2ccc(Oc3ccccc3)cc2)c(Nc2ccncc2)c1=O,45,366.2710000000002,,
kibaDC000148,CC(=O)N(c1ccncc1)c1c(N[C@H](C)C(C)(C)C)c(=O)c1=O,48,294.20500000000004,,
kibaDC000149,Nc1nonc1-n1nnc(C(=O)N/N=C/c2cccs2)c1-c1ccccc1,45,368.29700000000014,,
kibaDC000150,CN(C)CCCN(C)C(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,66,488.38100000000037,,
kibaDC000151,Cc1ccc(NCc2ccc(-c3ccc(F)cc3)nc2)cc1,35,275.221,,
kibaDC000152,NC(=O)c1cc(Cl)cc2[nH]c(-c3ccc([C@@H]4CCCNC4)cc3F)nc12,53,354.68700000000007,,
kibaDC000153,O=C(NCCc1cccs1)N1CC=C(c2c[nH]c3ncccc23)CC1,42,332.3030000000001,,
kibaDC000154,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,47,368.33600000000007,,
kibaDC000155,Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1,58,432.38300000000027,,
kibaDC000156,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,50,389.6880000000001,,
kibaDC000157,Cc1cccc(C2(c3cccc(C)c3)C[C@@H]2C(=O)Nc2ccncc2)c1,48,320.2660000000001,,
kibaDC000158,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,67,482.3540000000003,,
kibaDC000159,O=C(NCc1ccc(Cl)cc1)c1cc2c(-c3ccccc3)n[nH]c2s1,45,353.7490000000001,,
kibaDC000160,COc1cc(Nc2ncnc(N3CCCc4cc(C)ccc43)n2)cc(OC)c1OC,46,382.27400000000017,,
kibaDC000161,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3Cl)cn12,42,342.67600000000004,,
kibaDC000162,OCCNc1cc2cc(-c3ccsc3)ccc2cn1,28,256.24499999999995,,
kibaDC000163,OCC[C@@H](Nc1nc2ccc(-c3ccncc3)cc2s1)c1ccccc1,44,342.3180000000001,,
kibaDC000164,COc1cccc(C(=O)Nc2cnc3[nH]cc(-c4ccccc4)c3c2)c1,45,326.25000000000006,,
kibaDC000165,C[C@@H](NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1,42,284.233,,
kibaDC000166,Cn1cc([C@@H](CN)c2cncc(/C=C\c3ccncc3)c2)c2ccccc21,49,332.2810000000001,,
kibaDC000167,NC(=O)c1cc2c(-c3ccccc3)cncc2s1,30,244.23399999999998,,
kibaDC000168,COc1ccc(-c2ccc(NC(=O)Nc3cc(F)cc(F)c3)cc2)c2c(N)noc12,52,394.2520000000001,,
kibaDC000169,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,60,482.7770000000003,,
kibaDC000170,CCN(C(C)=O)c1ccc(Nc2nc(NC3CC3)c3nc[nH]c3n2)cc1,46,330.2460000000001,,
kibaDC000171,CCS(=O)(=O)c1ccc(-c2cncc3sc(C(N)=O)cc23)cc1,43,332.3210000000001,,
kibaDC000172,O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(C(F)(F)F)cccc12,49,390.20200000000006,,
kibaDC000173,c1ccc(Cc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,37,262.21099999999996,,
kibaDC000174,Cc1cccc(-c2c(-c3ccncc3)nc(NC[C@@H](N)Cc3ccccc3)n(C)c2=O)c1,58,398.3200000000002,,
kibaDC000175,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C(C)C)C1,58,458.7550000000003,,
kibaDC000176,O[C@H]1CCC[C@@H](Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)C1,52,325.6740000000001,,
kibaDC000177,CC(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,66,451.2790000000003,,
kibaDC000178,Cc1ccc(CNc2c(Nc3ccncc3)c(=O)c2=O)cc1C,37,290.21700000000004,,
kibaDC000179,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12,51,410.32300000000026,,
kibaDC000180,N#CC1=C(c2c(-c3cc4ccccc4s3)n(CCCN)c3ccccc23)C(=O)NC1=O,54,408.35700000000014,,
kibaDC000181,COc1ccc(/C=C2/C(=O)ON=C2c2ccc(Br)cc2)cc1OC,42,374.1050000000001,,
kibaDC000182,CCN1CCN(c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,55,414.3270000000002,,
kibaDC000183,CC(C)n1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4occn34)cc21,48,364.2500000000001,,
kibaDC000184,Cc1cccc(Nc2nccc(Nc3c(N[C@@H](C)C(C)(C)C)c(=O)c3=O)n2)c1,55,354.2640000000001,,
kibaDC000185,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3ccc(O)cc3c21,49,351.6840000000001,,
kibaDC000186,Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,53,434.31300000000016,,
kibaDC000187,CCc1nc2c(c3cc(OC)c(OC)cc13)C(=O)NC2=O,37,272.175,,
kibaDC000188,CC(C)CC(=O)Nc1[nH]nc2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,49,330.2420000000001,,
kibaDC000189,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(-c2ccc(OCC(=O)O)cc2)n1,63,446.3130000000003,,
kibaDC000190,O=c1[nH]c2cc(-c3ccccc3)cnc2[nH]1,32,202.15199999999996,,
kibaDC000191,Cc1cc(OCc2ccc(Cl)c(Cl)c2)ccc1CN1CC(C(=O)O)C1,44,361.11900000000014,,
kibaDC000192,O=C1C[C@H](O)[C@@H]2c3c(ccc(O)c31)-c1ccc(O)c3c1[C@@]2(O)CCC3=O,62,336.2140000000001,,
kibaDC000193,Cc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,37,298.244,,
kibaDC000194,CCCn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,60,463.3920000000002,,
kibaDC000195,Nc1ccc(-c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)cc1C(=O)c1cccc(Cl)c1,67,471.7980000000003,,
kibaDC000196,CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(S(N)(=O)=O)c3)ncc2F)cc1,55,439.3230000000002,,
kibaDC000197,Cc1cccc(Cl)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)NCCOCCOCCN)[nH]c12,67,561.8550000000002,,
kibaDC000198,CCN(CC)CCCNc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)n1,46,340.261,,
kibaDC000199,O=C1C=CC(NC(=S)NC(=O)c2ccc([N+](=O)[O-])cc2)=C/C1=C1/Nc2ccccc2S1,64,436.38900000000024,,
kibaDC000200,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CC(C)(C)N)cnc(N)c34)cc2)c1,58,430.3870000000002,,
kibaDC000201,OCCCNc1ncnc2[nH]cc(-c3ccccc3)c12,32,252.19199999999998,,
